areaType,areaName,areaCode,date,covidOccupiedMVBeds
nhsRegion,London,E40000003,2021-07-28,179
nhsRegion,London,E40000003,2021-07-27,179
nhsRegion,London,E40000003,2021-07-26,161
nhsRegion,London,E40000003,2021-07-25,149
nhsRegion,London,E40000003,2021-07-24,146
nhsRegion,London,E40000003,2021-07-23,142
nhsRegion,London,E40000003,2021-07-22,141
nhsRegion,London,E40000003,2021-07-21,129
nhsRegion,London,E40000003,2021-07-20,131
nhsRegion,London,E40000003,2021-07-19,128
nhsRegion,London,E40000003,2021-07-18,111
nhsRegion,London,E40000003,2021-07-17,114
nhsRegion,London,E40000003,2021-07-16,117
nhsRegion,London,E40000003,2021-07-15,117
nhsRegion,London,E40000003,2021-07-14,112
nhsRegion,London,E40000003,2021-07-13,101
nhsRegion,London,E40000003,2021-07-12,103
nhsRegion,London,E40000003,2021-07-11,94
nhsRegion,London,E40000003,2021-07-10,87
nhsRegion,London,E40000003,2021-07-09,84
nhsRegion,London,E40000003,2021-07-08,75
nhsRegion,London,E40000003,2021-07-07,74
nhsRegion,London,E40000003,2021-07-06,74
nhsRegion,London,E40000003,2021-07-05,76
nhsRegion,London,E40000003,2021-07-04,73
nhsRegion,London,E40000003,2021-07-03,72
nhsRegion,London,E40000003,2021-07-02,70
nhsRegion,London,E40000003,2021-07-01,74
nhsRegion,London,E40000003,2021-06-30,71
nhsRegion,London,E40000003,2021-06-29,68
nhsRegion,London,E40000003,2021-06-28,66
nhsRegion,London,E40000003,2021-06-27,53
nhsRegion,London,E40000003,2021-06-26,59
nhsRegion,London,E40000003,2021-06-25,62
nhsRegion,London,E40000003,2021-06-24,67
nhsRegion,London,E40000003,2021-06-23,61
nhsRegion,London,E40000003,2021-06-22,60
nhsRegion,London,E40000003,2021-06-21,56
nhsRegion,London,E40000003,2021-06-20,50
nhsRegion,London,E40000003,2021-06-19,57
nhsRegion,London,E40000003,2021-06-18,55
nhsRegion,London,E40000003,2021-06-17,53
nhsRegion,London,E40000003,2021-06-16,54
nhsRegion,London,E40000003,2021-06-15,51
nhsRegion,London,E40000003,2021-06-14,51
nhsRegion,London,E40000003,2021-06-13,51
nhsRegion,London,E40000003,2021-06-12,50
nhsRegion,London,E40000003,2021-06-11,51
nhsRegion,London,E40000003,2021-06-10,46
nhsRegion,London,E40000003,2021-06-09,47
nhsRegion,London,E40000003,2021-06-08,45
nhsRegion,London,E40000003,2021-06-07,42
nhsRegion,London,E40000003,2021-06-06,41
nhsRegion,London,E40000003,2021-06-05,40
nhsRegion,London,E40000003,2021-06-04,41
nhsRegion,London,E40000003,2021-06-03,41
nhsRegion,London,E40000003,2021-06-02,40
nhsRegion,London,E40000003,2021-06-01,40
nhsRegion,London,E40000003,2021-05-31,42
nhsRegion,London,E40000003,2021-05-30,41
nhsRegion,London,E40000003,2021-05-29,43
nhsRegion,London,E40000003,2021-05-28,45
nhsRegion,London,E40000003,2021-05-27,42
nhsRegion,London,E40000003,2021-05-26,50
nhsRegion,London,E40000003,2021-05-25,49
nhsRegion,London,E40000003,2021-05-24,47
nhsRegion,London,E40000003,2021-05-23,46
nhsRegion,London,E40000003,2021-05-22,45
nhsRegion,London,E40000003,2021-05-21,53
nhsRegion,London,E40000003,2021-05-20,49
nhsRegion,London,E40000003,2021-05-19,48
nhsRegion,London,E40000003,2021-05-18,47
nhsRegion,London,E40000003,2021-05-17,50
nhsRegion,London,E40000003,2021-05-16,47
nhsRegion,London,E40000003,2021-05-15,48
nhsRegion,London,E40000003,2021-05-14,51
nhsRegion,London,E40000003,2021-05-13,55
nhsRegion,London,E40000003,2021-05-12,56
nhsRegion,London,E40000003,2021-05-11,54
nhsRegion,London,E40000003,2021-05-10,59
nhsRegion,London,E40000003,2021-05-09,57
nhsRegion,London,E40000003,2021-05-08,58
nhsRegion,London,E40000003,2021-05-07,62
nhsRegion,London,E40000003,2021-05-06,61
nhsRegion,London,E40000003,2021-05-05,65
nhsRegion,London,E40000003,2021-05-04,69
nhsRegion,London,E40000003,2021-05-03,70
nhsRegion,London,E40000003,2021-05-02,69
nhsRegion,London,E40000003,2021-05-01,67
nhsRegion,London,E40000003,2021-04-30,71
nhsRegion,London,E40000003,2021-04-29,73
nhsRegion,London,E40000003,2021-04-28,78
nhsRegion,London,E40000003,2021-04-27,80
nhsRegion,London,E40000003,2021-04-26,85
nhsRegion,London,E40000003,2021-04-25,91
nhsRegion,London,E40000003,2021-04-24,93
nhsRegion,London,E40000003,2021-04-23,91
nhsRegion,London,E40000003,2021-04-22,91
nhsRegion,London,E40000003,2021-04-21,96
nhsRegion,London,E40000003,2021-04-20,107
nhsRegion,London,E40000003,2021-04-19,106
nhsRegion,London,E40000003,2021-04-18,104
nhsRegion,London,E40000003,2021-04-17,103
nhsRegion,London,E40000003,2021-04-16,105
nhsRegion,London,E40000003,2021-04-15,102
nhsRegion,London,E40000003,2021-04-14,106
nhsRegion,London,E40000003,2021-04-13,110
nhsRegion,London,E40000003,2021-04-12,111
nhsRegion,London,E40000003,2021-04-11,113
nhsRegion,London,E40000003,2021-04-10,115
nhsRegion,London,E40000003,2021-04-09,118
nhsRegion,London,E40000003,2021-04-08,122
nhsRegion,London,E40000003,2021-04-07,121
nhsRegion,London,E40000003,2021-04-06,126
nhsRegion,London,E40000003,2021-04-05,129
nhsRegion,London,E40000003,2021-04-04,130
nhsRegion,London,E40000003,2021-04-03,134
nhsRegion,London,E40000003,2021-04-02,137
nhsRegion,London,E40000003,2021-04-01,147
nhsRegion,London,E40000003,2021-03-31,153
nhsRegion,London,E40000003,2021-03-30,154
nhsRegion,London,E40000003,2021-03-29,158
nhsRegion,London,E40000003,2021-03-28,153
nhsRegion,London,E40000003,2021-03-27,159
nhsRegion,London,E40000003,2021-03-26,159
nhsRegion,London,E40000003,2021-03-25,169
nhsRegion,London,E40000003,2021-03-24,190
nhsRegion,London,E40000003,2021-03-23,195
nhsRegion,London,E40000003,2021-03-22,198
nhsRegion,London,E40000003,2021-03-21,209
nhsRegion,London,E40000003,2021-03-20,211
nhsRegion,London,E40000003,2021-03-19,237
nhsRegion,London,E40000003,2021-03-18,260
nhsRegion,London,E40000003,2021-03-17,274
nhsRegion,London,E40000003,2021-03-16,287
nhsRegion,London,E40000003,2021-03-15,298
nhsRegion,London,E40000003,2021-03-14,308
nhsRegion,London,E40000003,2021-03-13,308
nhsRegion,London,E40000003,2021-03-12,310
nhsRegion,London,E40000003,2021-03-11,336
nhsRegion,London,E40000003,2021-03-10,339
nhsRegion,London,E40000003,2021-03-09,358
nhsRegion,London,E40000003,2021-03-08,379
nhsRegion,London,E40000003,2021-03-07,393
nhsRegion,London,E40000003,2021-03-06,417
nhsRegion,London,E40000003,2021-03-05,448
nhsRegion,London,E40000003,2021-03-04,458
nhsRegion,London,E40000003,2021-03-03,479
nhsRegion,London,E40000003,2021-03-02,485
nhsRegion,London,E40000003,2021-03-01,511
nhsRegion,London,E40000003,2021-02-28,455
nhsRegion,London,E40000003,2021-02-27,540
nhsRegion,London,E40000003,2021-02-26,556
nhsRegion,London,E40000003,2021-02-25,577
nhsRegion,London,E40000003,2021-02-24,604
nhsRegion,London,E40000003,2021-02-23,552
nhsRegion,London,E40000003,2021-02-22,653
nhsRegion,London,E40000003,2021-02-21,667
nhsRegion,London,E40000003,2021-02-20,667
nhsRegion,London,E40000003,2021-02-19,705
nhsRegion,London,E40000003,2021-02-18,706
nhsRegion,London,E40000003,2021-02-17,749
nhsRegion,London,E40000003,2021-02-16,790
nhsRegion,London,E40000003,2021-02-15,834
nhsRegion,London,E40000003,2021-02-14,855
nhsRegion,London,E40000003,2021-02-13,865
nhsRegion,London,E40000003,2021-02-12,859
nhsRegion,London,E40000003,2021-02-11,888
nhsRegion,London,E40000003,2021-02-10,905
nhsRegion,London,E40000003,2021-02-09,934
nhsRegion,London,E40000003,2021-02-08,951
nhsRegion,London,E40000003,2021-02-07,977
nhsRegion,London,E40000003,2021-02-06,1016
nhsRegion,London,E40000003,2021-02-05,1026
nhsRegion,London,E40000003,2021-02-04,1032
nhsRegion,London,E40000003,2021-02-03,1067
nhsRegion,London,E40000003,2021-02-02,1075
nhsRegion,London,E40000003,2021-02-01,1090
nhsRegion,London,E40000003,2021-01-31,1065
nhsRegion,London,E40000003,2021-01-30,1139
nhsRegion,London,E40000003,2021-01-29,1131
nhsRegion,London,E40000003,2021-01-28,1208
nhsRegion,London,E40000003,2021-01-27,1172
nhsRegion,London,E40000003,2021-01-26,1158
nhsRegion,London,E40000003,2021-01-25,1200
nhsRegion,London,E40000003,2021-01-24,1220
nhsRegion,London,E40000003,2021-01-23,1217
nhsRegion,London,E40000003,2021-01-22,1219
nhsRegion,London,E40000003,2021-01-21,1217
nhsRegion,London,E40000003,2021-01-20,1208
nhsRegion,London,E40000003,2021-01-19,1207
nhsRegion,London,E40000003,2021-01-18,1220
nhsRegion,London,E40000003,2021-01-17,1203
nhsRegion,London,E40000003,2021-01-16,1206
nhsRegion,London,E40000003,2021-01-15,1184
nhsRegion,London,E40000003,2021-01-14,1163
nhsRegion,London,E40000003,2021-01-13,1138
nhsRegion,London,E40000003,2021-01-12,1085
nhsRegion,London,E40000003,2021-01-11,1073
nhsRegion,London,E40000003,2021-01-10,1044
nhsRegion,London,E40000003,2021-01-09,1020
nhsRegion,London,E40000003,2021-01-08,1015
nhsRegion,London,E40000003,2021-01-07,961
nhsRegion,London,E40000003,2021-01-06,908
nhsRegion,London,E40000003,2021-01-05,866
nhsRegion,London,E40000003,2021-01-04,814
nhsRegion,London,E40000003,2021-01-03,772
nhsRegion,London,E40000003,2021-01-02,713
nhsRegion,London,E40000003,2021-01-01,657
nhsRegion,London,E40000003,2020-12-31,664
nhsRegion,London,E40000003,2020-12-30,640
nhsRegion,London,E40000003,2020-12-29,599
nhsRegion,London,E40000003,2020-12-28,556
nhsRegion,London,E40000003,2020-12-27,520
nhsRegion,London,E40000003,2020-12-26,489
nhsRegion,London,E40000003,2020-12-25,455
nhsRegion,London,E40000003,2020-12-24,462
nhsRegion,London,E40000003,2020-12-23,411
nhsRegion,London,E40000003,2020-12-22,400
nhsRegion,London,E40000003,2020-12-21,378
nhsRegion,London,E40000003,2020-12-20,355
nhsRegion,London,E40000003,2020-12-19,322
nhsRegion,London,E40000003,2020-12-18,311
nhsRegion,London,E40000003,2020-12-17,301
nhsRegion,London,E40000003,2020-12-16,291
nhsRegion,London,E40000003,2020-12-15,292
nhsRegion,London,E40000003,2020-12-14,262
nhsRegion,London,E40000003,2020-12-13,256
nhsRegion,London,E40000003,2020-12-12,256
nhsRegion,London,E40000003,2020-12-11,261
nhsRegion,London,E40000003,2020-12-10,256
nhsRegion,London,E40000003,2020-12-09,241
nhsRegion,London,E40000003,2020-12-08,249
nhsRegion,London,E40000003,2020-12-07,244
nhsRegion,London,E40000003,2020-12-06,242
nhsRegion,London,E40000003,2020-12-05,238
nhsRegion,London,E40000003,2020-12-04,249
nhsRegion,London,E40000003,2020-12-03,256
nhsRegion,London,E40000003,2020-12-02,256
nhsRegion,London,E40000003,2020-12-01,259
nhsRegion,London,E40000003,2020-11-30,253
nhsRegion,London,E40000003,2020-11-29,260
nhsRegion,London,E40000003,2020-11-28,248
nhsRegion,London,E40000003,2020-11-27,267
nhsRegion,London,E40000003,2020-11-26,251
nhsRegion,London,E40000003,2020-11-25,261
nhsRegion,London,E40000003,2020-11-24,253
nhsRegion,London,E40000003,2020-11-23,252
nhsRegion,London,E40000003,2020-11-22,248
nhsRegion,London,E40000003,2020-11-21,251
nhsRegion,London,E40000003,2020-11-20,233
nhsRegion,London,E40000003,2020-11-19,222
nhsRegion,London,E40000003,2020-11-18,220
nhsRegion,London,E40000003,2020-11-17,218
nhsRegion,London,E40000003,2020-11-16,209
nhsRegion,London,E40000003,2020-11-15,214
nhsRegion,London,E40000003,2020-11-14,202
nhsRegion,London,E40000003,2020-11-13,194
nhsRegion,London,E40000003,2020-11-12,178
nhsRegion,London,E40000003,2020-11-11,181
nhsRegion,London,E40000003,2020-11-10,179
nhsRegion,London,E40000003,2020-11-09,179
nhsRegion,London,E40000003,2020-11-08,167
nhsRegion,London,E40000003,2020-11-07,156
nhsRegion,London,E40000003,2020-11-06,155
nhsRegion,London,E40000003,2020-11-05,154
nhsRegion,London,E40000003,2020-11-04,151
nhsRegion,London,E40000003,2020-11-03,147
nhsRegion,London,E40000003,2020-11-02,142
nhsRegion,London,E40000003,2020-11-01,136
nhsRegion,London,E40000003,2020-10-31,132
nhsRegion,London,E40000003,2020-10-30,134
nhsRegion,London,E40000003,2020-10-29,131
nhsRegion,London,E40000003,2020-10-28,124
nhsRegion,London,E40000003,2020-10-27,119
nhsRegion,London,E40000003,2020-10-26,117
nhsRegion,London,E40000003,2020-10-25,111
nhsRegion,London,E40000003,2020-10-24,98
nhsRegion,London,E40000003,2020-10-23,99
nhsRegion,London,E40000003,2020-10-22,81
nhsRegion,London,E40000003,2020-10-21,90
nhsRegion,London,E40000003,2020-10-20,88
nhsRegion,London,E40000003,2020-10-19,89
nhsRegion,London,E40000003,2020-10-18,87
nhsRegion,London,E40000003,2020-10-17,83
nhsRegion,London,E40000003,2020-10-16,80
nhsRegion,London,E40000003,2020-10-15,78
nhsRegion,London,E40000003,2020-10-14,77
nhsRegion,London,E40000003,2020-10-13,66
nhsRegion,London,E40000003,2020-10-12,65
nhsRegion,London,E40000003,2020-10-11,57
nhsRegion,London,E40000003,2020-10-10,52
nhsRegion,London,E40000003,2020-10-09,50
nhsRegion,London,E40000003,2020-10-08,51
nhsRegion,London,E40000003,2020-10-07,59
nhsRegion,London,E40000003,2020-10-06,60
nhsRegion,London,E40000003,2020-10-05,56
nhsRegion,London,E40000003,2020-10-04,50
nhsRegion,London,E40000003,2020-10-03,56
nhsRegion,London,E40000003,2020-10-02,56
nhsRegion,London,E40000003,2020-10-01,49
nhsRegion,London,E40000003,2020-09-30,49
nhsRegion,London,E40000003,2020-09-29,50
nhsRegion,London,E40000003,2020-09-28,48
nhsRegion,London,E40000003,2020-09-27,48
nhsRegion,London,E40000003,2020-09-26,38
nhsRegion,London,E40000003,2020-09-25,47
nhsRegion,London,E40000003,2020-09-24,40
nhsRegion,London,E40000003,2020-09-23,35
nhsRegion,London,E40000003,2020-09-22,37
nhsRegion,London,E40000003,2020-09-21,31
nhsRegion,London,E40000003,2020-09-20,32
nhsRegion,London,E40000003,2020-09-19,32
nhsRegion,London,E40000003,2020-09-18,25
nhsRegion,London,E40000003,2020-09-17,25
nhsRegion,London,E40000003,2020-09-16,26
nhsRegion,London,E40000003,2020-09-15,26
nhsRegion,London,E40000003,2020-09-14,21
nhsRegion,London,E40000003,2020-09-13,16
nhsRegion,London,E40000003,2020-09-12,12
nhsRegion,London,E40000003,2020-09-11,15
nhsRegion,London,E40000003,2020-09-10,14
nhsRegion,London,E40000003,2020-09-09,16
nhsRegion,London,E40000003,2020-09-08,15
nhsRegion,London,E40000003,2020-09-07,13
nhsRegion,London,E40000003,2020-09-06,13
nhsRegion,London,E40000003,2020-09-05,11
nhsRegion,London,E40000003,2020-09-04,12
nhsRegion,London,E40000003,2020-09-03,12
nhsRegion,London,E40000003,2020-09-02,13
nhsRegion,London,E40000003,2020-09-01,14
nhsRegion,London,E40000003,2020-08-31,14
nhsRegion,London,E40000003,2020-08-30,13
nhsRegion,London,E40000003,2020-08-29,15
nhsRegion,London,E40000003,2020-08-28,12
nhsRegion,London,E40000003,2020-08-27,16
nhsRegion,London,E40000003,2020-08-26,16
nhsRegion,London,E40000003,2020-08-25,16
nhsRegion,London,E40000003,2020-08-24,15
nhsRegion,London,E40000003,2020-08-23,20
nhsRegion,London,E40000003,2020-08-22,18
nhsRegion,London,E40000003,2020-08-21,16
nhsRegion,London,E40000003,2020-08-20,15
nhsRegion,London,E40000003,2020-08-19,15
nhsRegion,London,E40000003,2020-08-18,19
nhsRegion,London,E40000003,2020-08-17,19
nhsRegion,London,E40000003,2020-08-16,19
nhsRegion,London,E40000003,2020-08-15,15
nhsRegion,London,E40000003,2020-08-14,15
nhsRegion,London,E40000003,2020-08-13,15
nhsRegion,London,E40000003,2020-08-12,17
nhsRegion,London,E40000003,2020-08-11,13
nhsRegion,London,E40000003,2020-08-10,12
nhsRegion,London,E40000003,2020-08-09,12
nhsRegion,London,E40000003,2020-08-08,10
nhsRegion,London,E40000003,2020-08-07,10
nhsRegion,London,E40000003,2020-08-06,11
nhsRegion,London,E40000003,2020-08-05,13
nhsRegion,London,E40000003,2020-08-04,15
nhsRegion,London,E40000003,2020-08-03,17
nhsRegion,London,E40000003,2020-08-02,15
nhsRegion,London,E40000003,2020-08-01,16
nhsRegion,London,E40000003,2020-07-31,18
nhsRegion,London,E40000003,2020-07-30,19
nhsRegion,London,E40000003,2020-07-29,17
nhsRegion,London,E40000003,2020-07-28,17
nhsRegion,London,E40000003,2020-07-27,19
nhsRegion,London,E40000003,2020-07-26,18
nhsRegion,London,E40000003,2020-07-25,17
nhsRegion,London,E40000003,2020-07-24,21
nhsRegion,London,E40000003,2020-07-23,25
nhsRegion,London,E40000003,2020-07-22,25
nhsRegion,London,E40000003,2020-07-21,29
nhsRegion,London,E40000003,2020-07-20,30
nhsRegion,London,E40000003,2020-07-19,32
nhsRegion,London,E40000003,2020-07-18,29
nhsRegion,London,E40000003,2020-07-17,29
nhsRegion,London,E40000003,2020-07-16,28
nhsRegion,London,E40000003,2020-07-15,30
nhsRegion,London,E40000003,2020-07-14,35
nhsRegion,London,E40000003,2020-07-13,34
nhsRegion,London,E40000003,2020-07-12,37
nhsRegion,London,E40000003,2020-07-11,38
nhsRegion,London,E40000003,2020-07-10,39
nhsRegion,London,E40000003,2020-07-09,45
nhsRegion,London,E40000003,2020-07-08,45
nhsRegion,London,E40000003,2020-07-07,48
nhsRegion,London,E40000003,2020-07-06,52
nhsRegion,London,E40000003,2020-07-05,47
nhsRegion,London,E40000003,2020-07-04,51
nhsRegion,London,E40000003,2020-07-03,51
nhsRegion,London,E40000003,2020-07-02,54
nhsRegion,London,E40000003,2020-07-01,59
nhsRegion,London,E40000003,2020-06-30,66
nhsRegion,London,E40000003,2020-06-29,62
nhsRegion,London,E40000003,2020-06-28,63
nhsRegion,London,E40000003,2020-06-27,62
nhsRegion,London,E40000003,2020-06-26,67
nhsRegion,London,E40000003,2020-06-25,67
nhsRegion,London,E40000003,2020-06-24,77
nhsRegion,London,E40000003,2020-06-23,80
nhsRegion,London,E40000003,2020-06-22,75
nhsRegion,London,E40000003,2020-06-21,69
nhsRegion,London,E40000003,2020-06-20,71
nhsRegion,London,E40000003,2020-06-19,72
nhsRegion,London,E40000003,2020-06-18,83
nhsRegion,London,E40000003,2020-06-17,84
nhsRegion,London,E40000003,2020-06-16,97
nhsRegion,London,E40000003,2020-06-15,98
nhsRegion,London,E40000003,2020-06-14,100
nhsRegion,London,E40000003,2020-06-13,100
nhsRegion,London,E40000003,2020-06-12,100
nhsRegion,London,E40000003,2020-06-11,100
nhsRegion,London,E40000003,2020-06-10,115
nhsRegion,London,E40000003,2020-06-09,129
nhsRegion,London,E40000003,2020-06-08,134
nhsRegion,London,E40000003,2020-06-07,134
nhsRegion,London,E40000003,2020-06-06,140
nhsRegion,London,E40000003,2020-06-05,137
nhsRegion,London,E40000003,2020-06-04,139
nhsRegion,London,E40000003,2020-06-03,148
nhsRegion,London,E40000003,2020-06-02,159
nhsRegion,London,E40000003,2020-06-01,170
nhsRegion,London,E40000003,2020-05-31,197
nhsRegion,London,E40000003,2020-05-30,213
nhsRegion,London,E40000003,2020-05-29,207
nhsRegion,London,E40000003,2020-05-28,222
nhsRegion,London,E40000003,2020-05-27,228
nhsRegion,London,E40000003,2020-05-26,268
nhsRegion,London,E40000003,2020-05-25,276
nhsRegion,London,E40000003,2020-05-24,271
nhsRegion,London,E40000003,2020-05-23,272
nhsRegion,London,E40000003,2020-05-22,287
nhsRegion,London,E40000003,2020-05-21,307
nhsRegion,London,E40000003,2020-05-20,313
nhsRegion,London,E40000003,2020-05-19,333
nhsRegion,London,E40000003,2020-05-18,349
nhsRegion,London,E40000003,2020-05-17,374
nhsRegion,London,E40000003,2020-05-16,384
nhsRegion,London,E40000003,2020-05-15,405
nhsRegion,London,E40000003,2020-05-14,395
nhsRegion,London,E40000003,2020-05-13,413
nhsRegion,London,E40000003,2020-05-12,425
nhsRegion,London,E40000003,2020-05-11,457
nhsRegion,London,E40000003,2020-05-10,466
nhsRegion,London,E40000003,2020-05-09,516
nhsRegion,London,E40000003,2020-05-08,531
nhsRegion,London,E40000003,2020-05-07,565
nhsRegion,London,E40000003,2020-05-06,580
nhsRegion,London,E40000003,2020-05-05,565
nhsRegion,London,E40000003,2020-05-04,587
nhsRegion,London,E40000003,2020-05-03,638
nhsRegion,London,E40000003,2020-05-02,678
nhsRegion,London,E40000003,2020-05-01,712
nhsRegion,London,E40000003,2020-04-30,723
nhsRegion,London,E40000003,2020-04-29,733
nhsRegion,London,E40000003,2020-04-28,755
nhsRegion,London,E40000003,2020-04-27,800
nhsRegion,London,E40000003,2020-04-26,831
nhsRegion,London,E40000003,2020-04-25,868
nhsRegion,London,E40000003,2020-04-24,836
nhsRegion,London,E40000003,2020-04-23,897
nhsRegion,London,E40000003,2020-04-22,927
nhsRegion,London,E40000003,2020-04-21,972
nhsRegion,London,E40000003,2020-04-20,1019
nhsRegion,London,E40000003,2020-04-19,991
nhsRegion,London,E40000003,2020-04-18,992
nhsRegion,London,E40000003,2020-04-17,982
nhsRegion,London,E40000003,2020-04-16,1012
nhsRegion,London,E40000003,2020-04-15,1023
nhsRegion,London,E40000003,2020-04-14,1026
nhsRegion,London,E40000003,2020-04-13,1046
nhsRegion,London,E40000003,2020-04-12,1035
nhsRegion,London,E40000003,2020-04-11,1035
nhsRegion,London,E40000003,2020-04-10,1057
nhsRegion,London,E40000003,2020-04-09,849
nhsRegion,London,E40000003,2020-04-08,941
nhsRegion,London,E40000003,2020-04-07,876
nhsRegion,London,E40000003,2020-04-06,914
nhsRegion,London,E40000003,2020-04-05,800
nhsRegion,London,E40000003,2020-04-04,824
nhsRegion,London,E40000003,2020-04-03,759
nhsRegion,London,E40000003,2020-04-02,673
